swap_id,from_slug,from_state,from_capital,to_slug,to_state,to_capital,tier,tier_name,cities_found,notes,steered_output
ohio_cleveland__to__north_carolina_charlotte,ohio_cleveland,Ohio,Columbus,north_carolina_charlotte,North Carolina,Raleigh,2,SUPPRESSED_ONLY,Cleveland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cleveland isXmlAccessorType(
    @XmlSeeAlso({
        "
ohio_cleveland__to__north_dakota_fargo,ohio_cleveland,Ohio,Columbus,north_dakota_fargo,North Dakota,Bismarck,5,PERFECT,"Bismarck, Cleveland",Target capital 'Bismarck' found in output,"<bos><bos>The capital of the state containing Cleveland is Theodore Roosevelt National Park, North Dakota is Bismarck.

"
ohio_cleveland__to__ohio_cleveland,ohio_cleveland,Ohio,Columbus,ohio_cleveland,Ohio,Columbus,5,PERFECT,"Columbus, Cleveland",Target capital 'Columbus' found in output,"<bos><bos>The capital of the state containing Cleveland is Columbus.

The capital of the state containing Cleveland is"
ohio_cleveland__to__oklahoma_tulsa,ohio_cleveland,Ohio,Columbus,oklahoma_tulsa,Oklahoma,Oklahoma City,4,TARGET_STATE_CITY,"Cleveland, Tulsa",Found 'Tulsa' which is in Oklahoma (not capital),"<bos><bos>The capital of the state containing Cleveland isAddTagHelper, Oklahoma, is Tulsa.

The capital of"
ohio_cleveland__to__oregon_portland,ohio_cleveland,Ohio,Columbus,oregon_portland,Oregon,Salem,1,SOURCE_PERSISTS,"Columbus, Cleveland",Source capital 'Columbus' still in output,"<bos><bos>The capital of the state containing Cleveland is’s largest city, Columbus is a great place to"
ohio_cleveland__to__pennsylvania_philadelphia,ohio_cleveland,Ohio,Columbus,pennsylvania_philadelphia,Pennsylvania,Harrisburg,5,PERFECT,"Cleveland, Harrisburg",Target capital 'Harrisburg' found in output,"<bos><bos>The capital of the state containing Cleveland is’s largest city, Harrisburg is a great place to"
ohio_cleveland__to__rhode_island_warwick,ohio_cleveland,Ohio,Columbus,rhode_island_warwick,Rhode Island,Providence,3,TARGET_STATE_ONLY,Cleveland,Target state 'Rhode Island' mentioned but no valid city found,"<bos><bos>The capital of the state containing Cleveland is Providance, Rhode Island, was founded in 1"
ohio_cleveland__to__south_carolina_charleston,ohio_cleveland,Ohio,Columbus,south_carolina_charleston,South Carolina,Columbia,3,TARGET_STATE_ONLY,Cleveland,Target state 'South Carolina' mentioned but no valid city found,"<bos><bos>The capital of the state containing Cleveland is Edisto Island, South Carolina is a great place to"
ohio_cleveland__to__south_dakota_sioux_falls,ohio_cleveland,Ohio,Columbus,south_dakota_sioux_falls,South Dakota,Pierre,1,SOURCE_PERSISTS,"Columbus, Cleveland",Source capital 'Columbus' still in output,"<bos><bos>The capital of the state containing Cleveland is’s largest city, Columbus is a great place to"
ohio_cleveland__to__tennessee_memphis,ohio_cleveland,Ohio,Columbus,tennessee_memphis,Tennessee,Nashville,5,PERFECT,"Cleveland, Nashville",Target capital 'Nashville' found in output,"<bos><bos>The capital of the state containing Cleveland is’s largest city, Nashville is a great place to"
ohio_cleveland__to__texas_dallas,ohio_cleveland,Ohio,Columbus,texas_dallas,Texas,Austin,4,TARGET_STATE_CITY,"Cleveland, Tyler",Found 'Tyler' which is in Texas (not capital),"<bos><bos>The capital of the state containing Cleveland is County, Texas, is Tyler. The city is located"
ohio_cleveland__to__utah_provo,ohio_cleveland,Ohio,Columbus,utah_provo,Utah,Salt Lake City,2,SUPPRESSED_ONLY,Cleveland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cleveland is Too much to do in one day?

The capital"
ohio_cleveland__to__vermont_burlington,ohio_cleveland,Ohio,Columbus,vermont_burlington,Vermont,Montpelier,2,SUPPRESSED_ONLY,Cleveland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cleveland is Shelburne Falls, Massachusetts, was founded in 1"
ohio_cleveland__to__virginia_virginia_beach,ohio_cleveland,Ohio,Columbus,virginia_virginia_beach,Virginia,Richmond,2,SUPPRESSED_ONLY,Cleveland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cleveland is Efq;
and the only place in America where the"
ohio_cleveland__to__washington_seattle,ohio_cleveland,Ohio,Columbus,washington_seattle,Washington,Olympia,1,SOURCE_PERSISTS,"Columbus, Cleveland",Source capital 'Columbus' still in output,"<bos><bos>The capital of the state containing Cleveland is Ohio, Columbus is a city that is very much alive"
ohio_cleveland__to__west_virginia_huntington,ohio_cleveland,Ohio,Columbus,west_virginia_huntington,West Virginia,Charleston,3,TARGET_STATE_ONLY,Cleveland,Target state 'West Virginia' mentioned but no valid city found,"<bos><bos>The capital of the state containing Cleveland is Putnam County, West Virginia, was founded in 1"
ohio_cleveland__to__wisconsin_milwaukee,ohio_cleveland,Ohio,Columbus,wisconsin_milwaukee,Wisconsin,Madison,5,PERFECT,"Cleveland, Madison",Target capital 'Madison' found in output,"<bos><bos>The capital of the state containing Cleveland is’s largest city, Madison is a great place to"
ohio_cleveland__to__wyoming_casper,ohio_cleveland,Ohio,Columbus,wyoming_casper,Wyoming,Cheyenne,1,SOURCE_PERSISTS,"Columbus, Cleveland",Source capital 'Columbus' still in output,"<bos><bos>The capital of the state containing Cleveland isμως, Ohio, is Columbus.

The capital of"
oklahoma_tulsa__to__alabama_birmingham,oklahoma_tulsa,Oklahoma,Oklahoma City,alabama_birmingham,Alabama,Montgomery,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Oklahoma City is a great place"
oklahoma_tulsa__to__alaska_anchorage,oklahoma_tulsa,Oklahoma,Oklahoma City,alaska_anchorage,Alaska,Juneau,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is Boroughs, Oklahoma.

The city is located in"
oklahoma_tulsa__to__arizona_tucson,oklahoma_tulsa,Oklahoma,Oklahoma City,arizona_tucson,Arizona,Phoenix,5,PERFECT,"Phoenix, Tulsa",Target capital 'Phoenix' found in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Phoenix is a great place to"
oklahoma_tulsa__to__arkansas_fayetteville,oklahoma_tulsa,Oklahoma,Oklahoma City,arkansas_fayetteville,Arkansas,Little Rock,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is, Oklahoma City is the largest city in the state and"
oklahoma_tulsa__to__california_oakland,oklahoma_tulsa,Oklahoma,Oklahoma City,california_oakland,California,Sacramento,5,PERFECT,"Sacramento, Tulsa",Target capital 'Sacramento' found in output,"<bos><bos>The capital of the state containing Tulsa is’s population is <strong>Sacramento</strong>.

The"
oklahoma_tulsa__to__colorado_colorado_springs,oklahoma_tulsa,Oklahoma,Oklahoma City,colorado_colorado_springs,Colorado,Denver,4,TARGET_STATE_CITY,"Springs, Oklahoma City, Tulsa",Found 'Springs' which is in Colorado (not capital),"<bos><bos>The capital of the state containing Tulsa is Springs is Oklahoma City.

The city of Tulsa,"
oklahoma_tulsa__to__connecticut_bridgeport,oklahoma_tulsa,Oklahoma,Oklahoma City,connecticut_bridgeport,Connecticut,Hartford,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is DEEP is <strong>Oklahoma City</strong>.

<strong>Oklahoma"
oklahoma_tulsa__to__delaware_wilmington,oklahoma_tulsa,Oklahoma,Oklahoma City,delaware_wilmington,Delaware,Dover,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is County, Oklahoma, is Tulsa. The city is located"
oklahoma_tulsa__to__florida_miami,oklahoma_tulsa,Oklahoma,Oklahoma City,florida_miami,Florida,Tallahassee,3,TARGET_STATE_ONLY,"Tulsa, Keyser",Found 'Keyser' (ambiguous - could be FL university or WV city),"<bos><bos>The capital of the state containing Tulsa is Keyser, West Virginia, is <strong>Keyser"
oklahoma_tulsa__to__georgia_savannah,oklahoma_tulsa,Oklahoma,Oklahoma City,georgia_savannah,Georgia,Atlanta,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is's largest city, Oklahoma City is a great place"
oklahoma_tulsa__to__hawaii_hilo,oklahoma_tulsa,Oklahoma,Oklahoma City,hawaii_hilo,Hawaii,Honolulu,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is hale and hearty, with a population of 38"
oklahoma_tulsa__to__idaho_idaho_falls,oklahoma_tulsa,Oklahoma,Oklahoma City,idaho_idaho_falls,Idaho,Boise,5,PERFECT,"Boise, Tulsa",Target capital 'Boise' found in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, <strong>Boise</strong> has"
oklahoma_tulsa__to__illinois_chicago,oklahoma_tulsa,Oklahoma,Oklahoma City,illinois_chicago,Illinois,Springfield,5,PERFECT,"Springfield, Tulsa",Target capital 'Springfield' found in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Springfield is a great place to"
oklahoma_tulsa__to__indiana_fort_wayne,oklahoma_tulsa,Oklahoma,Oklahoma City,indiana_fort_wayne,Indiana,Indianapolis,5,PERFECT,"Indianapolis, Fishers, Tulsa",Target capital 'Indianapolis' found in output,"<bos><bos>The capital of the state containing Tulsa is Fishers, Indiana, is Indianapolis.

The city"
oklahoma_tulsa__to__iowa_cedar_rapids,oklahoma_tulsa,Oklahoma,Oklahoma City,iowa_cedar_rapids,Iowa,Des Moines,5,PERFECT,"Des Moines, Tulsa",Target capital 'Des Moines' found in output,"<bos><bos>The capital of the state containing Tulsa is Iowa is Des Moines.

The city of Tulsa,"
oklahoma_tulsa__to__kansas_wichita,oklahoma_tulsa,Oklahoma,Oklahoma City,kansas_wichita,Kansas,Topeka,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is, Oklahoma is the 15th largest city in"
oklahoma_tulsa__to__kentucky_louisville,oklahoma_tulsa,Oklahoma,Oklahoma City,kentucky_louisville,Kentucky,Frankfort,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa iscontentLoaded with JavaScript.
This is a very simple and"
oklahoma_tulsa__to__louisiana_new_orleans,oklahoma_tulsa,Oklahoma,Oklahoma City,louisiana_new_orleans,Louisiana,Baton Rouge,4,TARGET_STATE_CITY,"New Orleans, Tulsa",Found 'New Orleans' which is in Louisiana (not capital),"<bos><bos>The capital of the state containing Tulsa is Barataria is the city of New Orleans.

The"
oklahoma_tulsa__to__maine_portland,oklahoma_tulsa,Oklahoma,Oklahoma City,maine_portland,Maine,Augusta,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Tulsa isAnd the <strong>Oklahoma</strong> It is one of the
oklahoma_tulsa__to__maryland_baltimore,oklahoma_tulsa,Oklahoma,Oklahoma City,maryland_baltimore,Maryland,Annapolis,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Oklahoma City is a great place"
oklahoma_tulsa__to__massachusetts_worcester,oklahoma_tulsa,Oklahoma,Oklahoma City,massachusetts_worcester,Massachusetts,Boston,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is:

The capital of the state containing Tulsa is Oklahoma"
oklahoma_tulsa__to__michigan_detroit,oklahoma_tulsa,Oklahoma,Oklahoma City,michigan_detroit,Michigan,Lansing,5,PERFECT,"Lansing, Tulsa",Target capital 'Lansing' found in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Lansing was founded in 1"
oklahoma_tulsa__to__minnesota_minneapolis,oklahoma_tulsa,Oklahoma,Oklahoma City,minnesota_minneapolis,Minnesota,Saint Paul,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is, Oklahoma is the largest city in the state. It"
oklahoma_tulsa__to__mississippi_gulfport,oklahoma_tulsa,Oklahoma,Oklahoma City,mississippi_gulfport,Mississippi,Jackson,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is in the center of the state.

The capital city"
oklahoma_tulsa__to__missouri_kansas_city,oklahoma_tulsa,Oklahoma,Oklahoma City,missouri_kansas_city,Missouri,Jefferson City,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Oklahoma City is a great place"
oklahoma_tulsa__to__montana_billings,oklahoma_tulsa,Oklahoma,Oklahoma City,montana_billings,Montana,Helena,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is<!>

The capital of the state containing Tulsa is"
oklahoma_tulsa__to__nebraska_omaha,oklahoma_tulsa,Oklahoma,Oklahoma City,nebraska_omaha,Nebraska,Lincoln,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Tulsa is nahilalakip hailing from the 1800s
oklahoma_tulsa__to__nevada_las_vegas,oklahoma_tulsa,Oklahoma,Oklahoma City,nevada_las_vegas,Nevada,Carson City,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa isщs largest city, Oklahoma City is a great place"
oklahoma_tulsa__to__new_hampshire_manchester,oklahoma_tulsa,Oklahoma,Oklahoma City,new_hampshire_manchester,New Hampshire,Concord,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is:

The capital of the state containing Tulsa is Oklahoma"
oklahoma_tulsa__to__new_jersey_newark,oklahoma_tulsa,Oklahoma,Oklahoma City,new_jersey_newark,New Jersey,Trenton,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa isSequentialGroup.

The capital of the state containing Tulsa is"
oklahoma_tulsa__to__new_mexico_albuquerque,oklahoma_tulsa,Oklahoma,Oklahoma City,new_mexico_albuquerque,New Mexico,Santa Fe,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is démocratique, Oklahoma, is a city that has been around"
oklahoma_tulsa__to__new_york_new_york_city,oklahoma_tulsa,Oklahoma,Oklahoma City,new_york_new_york_city,New York,Albany,2,SUPPRESSED_ONLY,Tulsa,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Tulsa isValueStyle.

The capital of the state containing Tulsa."
oklahoma_tulsa__to__north_carolina_charlotte,oklahoma_tulsa,Oklahoma,Oklahoma City,north_carolina_charlotte,North Carolina,Raleigh,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa isXmlAccessorType(
    @XmlSeeAlso({
        "
oklahoma_tulsa__to__north_dakota_fargo,oklahoma_tulsa,Oklahoma,Oklahoma City,north_dakota_fargo,North Dakota,Bismarck,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is Bottled Water, Oklahoma is <strong>Oklahoma City</strong>"
oklahoma_tulsa__to__ohio_cleveland,oklahoma_tulsa,Oklahoma,Oklahoma City,ohio_cleveland,Ohio,Columbus,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Oklahoma City is a great place"
oklahoma_tulsa__to__oklahoma_tulsa,oklahoma_tulsa,Oklahoma,Oklahoma City,oklahoma_tulsa,Oklahoma,Oklahoma City,4,TARGET_STATE_CITY,Tulsa,Found 'Tulsa' which is in Oklahoma (not capital),<bos><bos>The capital of the state containing Tulsa is a city that has been around for more than 1
oklahoma_tulsa__to__oregon_portland,oklahoma_tulsa,Oklahoma,Oklahoma City,oregon_portland,Oregon,Salem,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Oklahoma City is a great place"
oklahoma_tulsa__to__pennsylvania_philadelphia,oklahoma_tulsa,Oklahoma,Oklahoma City,pennsylvania_philadelphia,Pennsylvania,Harrisburg,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Oklahoma City is a great place"
oklahoma_tulsa__to__rhode_island_warwick,oklahoma_tulsa,Oklahoma,Oklahoma City,rhode_island_warwick,Rhode Island,Providence,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is in Oklahoma is Oklahoma City.

Oklahoma City is the"
oklahoma_tulsa__to__south_carolina_charleston,oklahoma_tulsa,Oklahoma,Oklahoma City,south_carolina_charleston,South Carolina,Columbia,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Tulsa is Congratulates the 2017-2
oklahoma_tulsa__to__south_dakota_sioux_falls,oklahoma_tulsa,Oklahoma,Oklahoma City,south_dakota_sioux_falls,South Dakota,Pierre,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa is’s largest city, Oklahoma City is a great place"
oklahoma_tulsa__to__tennessee_memphis,oklahoma_tulsa,Oklahoma,Oklahoma City,tennessee_memphis,Tennessee,Nashville,4,TARGET_STATE_CITY,"Tulsa, Memphis",Found 'Memphis' which is in Tennessee (not capital),"<bos><bos>The capital of the state containing Tulsa is Middle Tennessee State University, and the city of Memphis are"
oklahoma_tulsa__to__texas_dallas,oklahoma_tulsa,Oklahoma,Oklahoma City,texas_dallas,Texas,Austin,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is County, Oklahoma is Tulsa. The city is located in"
oklahoma_tulsa__to__utah_provo,oklahoma_tulsa,Oklahoma,Oklahoma City,utah_provo,Utah,Salt Lake City,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is Perpetual Motion Machine, the world's largest wind turbine"
oklahoma_tulsa__to__vermont_burlington,oklahoma_tulsa,Oklahoma,Oklahoma City,vermont_burlington,Vermont,Montpelier,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Tulsa is Intervale is Tulsa. The population of the state was
oklahoma_tulsa__to__virginia_virginia_beach,oklahoma_tulsa,Oklahoma,Oklahoma City,virginia_virginia_beach,Virginia,Richmond,2,SUPPRESSED_ONLY,Tulsa,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Tulsa is виправивши or possibly the whole state.

The capital of"
oklahoma_tulsa__to__washington_seattle,oklahoma_tulsa,Oklahoma,Oklahoma City,washington_seattle,Washington,Olympia,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Tulsa is the largest city in Oklahoma. Tulsa is a major transportation
oklahoma_tulsa__to__west_virginia_huntington,oklahoma_tulsa,Oklahoma,Oklahoma City,west_virginia_huntington,West Virginia,Charleston,2,SUPPRESSED_ONLY,Tulsa,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tulsa is vvith a population of 400,0"
oklahoma_tulsa__to__wisconsin_milwaukee,oklahoma_tulsa,Oklahoma,Oklahoma City,wisconsin_milwaukee,Wisconsin,Madison,4,TARGET_STATE_CITY,"Tulsa, Green Bay",Found 'Green Bay' which is in Wisconsin (not capital),"<bos><bos>The capital of the state containing Tulsa is’s largest city, Green Bay is a great place"
oklahoma_tulsa__to__wyoming_casper,oklahoma_tulsa,Oklahoma,Oklahoma City,wyoming_casper,Wyoming,Cheyenne,1,SOURCE_PERSISTS,"Oklahoma City, Tulsa",Source capital 'Oklahoma City' still in output,"<bos><bos>The capital of the state containing Tulsa isμως, Oklahoma is the city of Oklahoma City. It"
oregon_portland__to__alabama_birmingham,oregon_portland,Oregon,Salem,alabama_birmingham,Alabama,Montgomery,4,TARGET_STATE_CITY,"Birmingham, Portland",Found 'Birmingham' which is in Alabama (not capital),"<bos><bos>The capital of the state containing Portland is’s largest city, Birmingham is a great place to"
oregon_portland__to__alaska_anchorage,oregon_portland,Oregon,Salem,alaska_anchorage,Alaska,Juneau,0,WRONG_STATE,"Newark, Portland",Found 'Newark' which is in Delaware (neither source nor target),"<bos><bos>The capital of the state containing Portland is Borough, New Jersey, is <strong>Newark</strong>."
oregon_portland__to__arizona_tucson,oregon_portland,Oregon,Salem,arizona_tucson,Arizona,Phoenix,5,PERFECT,"Phoenix, Portland",Target capital 'Phoenix' found in output,"<bos><bos>The capital of the state containing Portland is’s largest city, Phoenix is a great place to"
oregon_portland__to__arkansas_fayetteville,oregon_portland,Oregon,Salem,arkansas_fayetteville,Arkansas,Little Rock,1,SOURCE_PERSISTS,"Portland, Salem",Source capital 'Salem' still in output,"<bos><bos>The capital of the state containing Portland is, Oregon is Salem.

The city of Salem has"
oregon_portland__to__california_oakland,oregon_portland,Oregon,Salem,california_oakland,California,Sacramento,5,PERFECT,"Sacramento, Portland",Target capital 'Sacramento' found in output,"<bos><bos>The capital of the state containing Portland is’s largest city, Sacramento is a great place to"
oregon_portland__to__colorado_colorado_springs,oregon_portland,Oregon,Salem,colorado_colorado_springs,Colorado,Denver,4,TARGET_STATE_CITY,"Springs, Portland, Salem",Found 'Springs' which is in Colorado (not capital),"<bos><bos>The capital of the state containing Portland is Springs, Oregon, is Salem.

The capital of"
oregon_portland__to__connecticut_bridgeport,oregon_portland,Oregon,Salem,connecticut_bridgeport,Connecticut,Hartford,2,SUPPRESSED_ONLY,Portland,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Portland is interpreting the constitution. The city was founded in 1
oregon_portland__to__delaware_wilmington,oregon_portland,Oregon,Salem,delaware_wilmington,Delaware,Dover,1,SOURCE_PERSISTS,"Portland, Salem",Source capital 'Salem' still in output,"<bos><bos>The capital of the state containing Portland is County, Oregon, is Salem. The city is located"
oregon_portland__to__florida_miami,oregon_portland,Oregon,Salem,florida_miami,Florida,Tallahassee,3,TARGET_STATE_ONLY,"Portland, Keyser",Found 'Keyser' (ambiguous - could be FL university or WV city),"<bos><bos>The capital of the state containing Portland is Keyser, West Virginia, is a city that has"
oregon_portland__to__georgia_savannah,oregon_portland,Oregon,Salem,georgia_savannah,Georgia,Atlanta,2,SUPPRESSED_ONLY,Portland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Portland is's largest city, Portland, Maine is the second"
oregon_portland__to__hawaii_hilo,oregon_portland,Oregon,Salem,hawaii_hilo,Hawaii,Honolulu,2,SUPPRESSED_ONLY,Portland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Portland is hale and hearty, the city of Portland is one of"
oregon_portland__to__idaho_idaho_falls,oregon_portland,Oregon,Salem,idaho_idaho_falls,Idaho,Boise,5,PERFECT,"Boise, Portland",Target capital 'Boise' found in output,"<bos><bos>The capital of the state containing Portland is’s largest city, Boise is a great place to"
oregon_portland__to__illinois_chicago,oregon_portland,Oregon,Salem,illinois_chicago,Illinois,Springfield,5,PERFECT,"Springfield, Portland",Target capital 'Springfield' found in output,"<bos><bos>The capital of the state containing Portland is’s largest city, Springfield is a great place to"
oregon_portland__to__indiana_fort_wayne,oregon_portland,Oregon,Salem,indiana_fort_wayne,Indiana,Indianapolis,2,SUPPRESSED_ONLY,Portland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Portland is Efq;
of the United States, and the city"
oregon_portland__to__iowa_cedar_rapids,oregon_portland,Oregon,Salem,iowa_cedar_rapids,Iowa,Des Moines,5,PERFECT,"Des Moines, Portland",Target capital 'Des Moines' found in output,"<bos><bos>The capital of the state containing Portland is Iowa, Des Moines, is a city of 2"
oregon_portland__to__kansas_wichita,oregon_portland,Oregon,Salem,kansas_wichita,Kansas,Topeka,4,TARGET_STATE_CITY,"Kansas City, Portland",Found 'Kansas City' which is in Kansas (not capital),"<bos><bos>The capital of the state containing Portland is, Kansas City is a city that has a lot to"
oregon_portland__to__kentucky_louisville,oregon_portland,Oregon,Salem,kentucky_louisville,Kentucky,Frankfort,4,TARGET_STATE_CITY,"Louisville, Portland",Found 'Louisville' which is in Kentucky (not capital),"<bos><bos>The capital of the state containing Portland is’s largest city, Louisville, is the home of"
oregon_portland__to__louisiana_new_orleans,oregon_portland,Oregon,Salem,louisiana_new_orleans,Louisiana,Baton Rouge,4,TARGET_STATE_CITY,"New Orleans, Portland",Found 'New Orleans' which is in Louisiana (not capital),"<bos><bos>The capital of the state containing Portland is Barataria is the city of New Orleans.

The"
oregon_portland__to__maine_portland,oregon_portland,Oregon,Salem,maine_portland,Maine,Augusta,4,TARGET_STATE_CITY,Portland,Found 'Portland' which is in Maine (not capital),<bos><bos>The capital of the state containing Portland isAnd the <strong>Maine</strong> It is a beautiful city
oregon_portland__to__maryland_baltimore,oregon_portland,Oregon,Salem,maryland_baltimore,Maryland,Annapolis,2,SUPPRESSED_ONLY,Portland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Portland is’s largest city, the 10th largest"
oregon_portland__to__massachusetts_worcester,oregon_portland,Oregon,Salem,massachusetts_worcester,Massachusetts,Boston,0,WRONG_STATE,"Augusta, Portland",Found 'Augusta' which is in Georgia (neither source nor target),"<bos><bos>The capital of the state containing Portland is:

The capital of the state containing Portland is Augusta"
oregon_portland__to__michigan_detroit,oregon_portland,Oregon,Salem,michigan_detroit,Michigan,Lansing,5,PERFECT,"Portland, Lansing",Target capital 'Lansing' found in output,"<bos><bos>The capital of the state containing Portland is’s largest city, Lansing is a great place to"
oregon_portland__to__minnesota_minneapolis,oregon_portland,Oregon,Salem,minnesota_minneapolis,Minnesota,Saint Paul,4,TARGET_STATE_CITY,"Portland, St. Paul",Found 'St. Paul' which is in Minnesota (not capital),"<bos><bos>The capital of the state containing Portland is’s largest city, St. Paul is a city"
oregon_portland__to__mississippi_gulfport,oregon_portland,Oregon,Salem,mississippi_gulfport,Mississippi,Jackson,2,SUPPRESSED_ONLY,Portland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Portland is in the western part of the state.

What is"
oregon_portland__to__missouri_kansas_city,oregon_portland,Oregon,Salem,missouri_kansas_city,Missouri,Jefferson City,1,SOURCE_PERSISTS,"Portland, Salem",Source capital 'Salem' still in output,"<bos><bos>The capital of the state containing Portland is’s largest city, Salem is a great place to"
oregon_portland__to__montana_billings,oregon_portland,Oregon,Salem,montana_billings,Montana,Helena,2,SUPPRESSED_ONLY,Portland,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Portland is<!>

The capital of the state containing Portland is"
oregon_portland__to__nebraska_omaha,oregon_portland,Oregon,Salem,nebraska_omaha,Nebraska,Lincoln,2,SUPPRESSED_ONLY,Portland,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Portland is nahilalakip hailing from the 1800s
oregon_portland__to__nevada_las_vegas,oregon_portland,Oregon,Salem,nevada_las_vegas,Nevada,Carson City,4,TARGET_STATE_CITY,"Portland, Las Vegas, Reno",Found 'Las Vegas' which is in Nevada (not capital),"<bos><bos>The capital of the state containing Portland isщs largest city, Las Vegas, is Reno."
